datetime	rov	divenum	sp	depth	temp	o2_ppt	sal_ppt	transmiss	lat	lon	timecode	pics	samplenum
2019-11-12 17:45:37	Ventana	4233	Beroe cucumis	655.25	5.447999954	0.2849999964	34.31800079	None	36.700807	-122.050424	None	http://search.mbari.org/ARCHIVE/framegrabs/Ventana/images/4233/20191112T174537Z--a10004db-d415-4667-baf4-9fb227072832.jpg	V4233-ss7
2011-12-06 16:48:20	Doc Ricketts	329	Bathyctena chuni	2179.949951	1.883000016	1.883000016	34.63199997	87.91999817	36.332684	-122.900486	01:44:24:13	http://search.mbari.org/ARCHIVE/frameGrabs/Doc%20Ricketts/images/0329/01_44_24_13.jpg	D329-D1
2019-11-12 21:42:39	Ventana	4233	Hormiphora californensis	232.0700073	8.038999558	1.672000051	34.08499908	83.95999908	36.704319	-122.047234	None	http://search.mbari.org/ARCHIVE/framegrabs/Ventana/images/4233/20191112T214239Z--a10004db-d415-4667-baf4-9fb227072832.jpg	V4233-SS6
2019-07-15 22:56:05	Doc Ricketts	1168	amber lobate?	434.25	6.644999981	0.5659999847	34.24200058	84.55000305	36.419745	-122.287421	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1168/20190715T225605Z--6105db47-2a50-4a87-82e8-341aa2d1d8ba.jpg	D1168-D9
2019-07-11 20:53:31	Doc Ricketts	1164	Lampea deep	2328.51001	1.838999987	2.009000063	34.63399887	84.95999908	36.181084	-123.221471	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1164/20190711T205331Z--590b899f-7ca1-4df0-83df-989282f41e39.jpg	D1164-MS4
2019-07-16 18:15:44	Doc Ricketts	1169	Bathocyroe fosteri	1651.589966	2.476000071	1.312999964	34.57099915	83.05999756	36.601092	-122.150657	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1169/20190716T181544Z--50162061-fa29-46ad-9c18-8e34ab05db5f.jpg	D1169-D7
2019-07-16 18:35:15	Doc Ricketts	1169	Euplokamis	1651.77002	2.502000093	1.292000055	34.56800079	83.05999756	36.601066	-122.150766	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1169/20190716T183515Z--50162061-fa29-46ad-9c18-8e34ab05db5f.jpg	D1169-D6
2019-07-14 20:53:50	Doc Ricketts	1167	Bathocyroe fosteri	2550.439941	1.756999969	2.197000027	34.64300156	84.83999634	35.499434	-123.999968	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1167/20190714T205350Z--d91d6a89-aa65-42ee-bfc7-cd59de500971.jpg	D1167-D2
2019-07-16 18:04:31	Doc Ricketts	1169	Bathocyroe fosteri	1684.48999	2.451999903	1.325000048	34.5719986	83.16000366	36.601128	-122.151617	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1169/20190716T180431Z--50162061-fa29-46ad-9c18-8e34ab05db5f.jpg	D1169-D1
2019-07-14 21:38:42	Doc Ricketts	1167	Bathocyroe fosteri	2401.159912	1.843000054	2.045000076	34.63499832	84.87999725	35.499372	-124.000478	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1167/20190714T213842Z--d91d6a89-aa65-42ee-bfc7-cd59de500971.jpg	D1167-SS8
2019-07-15 19:41:51	Doc Ricketts	1168	Lampocteis cruentiventer	823.5599976	4.749000072	0.3120000064	34.38000107	83.90000153	36.417155	-122.284666	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1168/20190715T194151Z--6105db47-2a50-4a87-82e8-341aa2d1d8ba.jpg	D1168-D5
2019-07-16 18:46:29	Doc Ricketts	1169	Euplokamis	1648.109985	2.555999994	1.238000035	34.56399918	83.25	36.600836	-122.151007	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1169/20190716T184629Z--50162061-fa29-46ad-9c18-8e34ab05db5f.jpg	D1169-D5
2019-07-16 23:16:01	Doc Ricketts	1169	Ctenoceros	376.0299988	7.456999779	0.8799999952	34.20000076	83.91999817	36.601588	-122.157131	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1169/20190716T231601Z--50162061-fa29-46ad-9c18-8e34ab05db5f.jpg	D1169-D10
2019-07-10 17:59:03	Doc Ricketts	1163	Lampocteis cruentiventer	871.1199951	4.385000229	0.3729999959	34.4109993	84.34999847	36.410417	-122.296482	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1163/20190710T175903Z--dcd6021f-5a12-4782-bfb4-ebca80dfa659.jpg	D1163-D5
2019-07-12 17:53:13	Doc Ricketts	1165	Red gut cydippid	3935.75	1.518000007	2.846999884	34.67200089	84.77999878	35.499166	-123.999686	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1165/20190712T175313Z--f8a3c9f0-0b15-4754-a925-cb391ca489cb.jpg	D1165-D4
2019-07-15 19:57:38	Doc Ricketts	1168	Aulacoctena	810.0200195	4.745999813	0.3070000112	34.38000107	83.95999908	36.418636	-122.28523	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1168/20190715T195738Z--6105db47-2a50-4a87-82e8-341aa2d1d8ba.jpg	D1168-D3
2019-07-14 19:44:20	Doc Ricketts	1167	Lampea deep	3137.800049	1.60800004	2.529999971	34.65999985	84.91999817	35.500129	-123.999497	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1167/20190714T194420Z--d91d6a89-aa65-42ee-bfc7-cd59de500971.jpg	D1167-SS5
2019-07-14 15:37:32	Doc Ricketts	1167	Tjalfiella pink	3973.209961	1.498999953	3	34.67200089	84.63999939	35.500483	-124.000119	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1167/20190714T153732Z--d91d6a89-aa65-42ee-bfc7-cd59de500971.jpg	D1167-SS1
2019-07-11 18:48:28	Doc Ricketts	1164	Bathocyroe fosteri	2850.429932	1.661999941	2.427999973	34.65499878	84.95999908	36.180121	-123.219857	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1164/20190711T184828Z--590b899f-7ca1-4df0-83df-989282f41e39.jpg	D1164-D4
2019-07-15 18:24:27	Doc Ricketts	1168	Bathocyroe fosteri	930.9400024	4.293000221	0.3899999857	34.42200089	84.25	36.41203	-122.281078	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1168/20190715T182427Z--6105db47-2a50-4a87-82e8-341aa2d1d8ba.jpg	D1168-D6
2019-07-11 20:35:26	Doc Ricketts	1164	Lampocteis cruentiventer	2346.959961	1.830000043	2.042999983	34.63499832	84.95999908	36.181457	-123.221116	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1164/20190711T203526Z--590b899f-7ca1-4df0-83df-989282f41e39.jpg	D1164-D10
2019-07-11 22:10:42	Doc Ricketts	1164	Lampea deep	1961.449951	2.069999933	1.598999977	34.60599899	84.91999817	36.181621	-123.221293	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1164/20190711T221042Z--590b899f-7ca1-4df0-83df-989282f41e39.jpg	D1164-MS5
2019-07-14 15:37:32	Doc Ricketts	1167	Tjalfiella pink	3973.209961	1.498999953	3	34.67200089	84.63999939	35.500483	-124.000119	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1167/20190714T153732Z--d91d6a89-aa65-42ee-bfc7-cd59de500971.jpg	D1167-SS1
2019-07-14 19:49:36	Doc Ricketts	1167	Lampea deep	3143.290039	1.60800004	2.539000034	34.65999985	84.90000153	35.500428	-123.99998	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1167/20190714T194936Z--d91d6a89-aa65-42ee-bfc7-cd59de500971.jpg	D1167-ss6
2019-07-14 18:45:42	Doc Ricketts	1167	Bathocyroe fosteri	3349.030029	1.577999949	2.617000103	34.6629982	84.91999817	35.500187	-124.000595	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1167/20190714T184542Z--d91d6a89-aa65-42ee-bfc7-cd59de500971.jpg	D1167-D10
2019-07-11 20:49:07	Doc Ricketts	1164	Bathocyroe	2326.959961	1.838999987	2.013999939	34.63399887	84.95999908	36.181168	-123.221374	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1164/20190711T204907Z--590b899f-7ca1-4df0-83df-989282f41e39.jpg	D1164-D2
2019-07-15 20:58:50	Doc Ricketts	1168	Lampocteis cruentiventer	736.0300293	4.947000027	0.2949999869	34.35100174	83.94000244	36.417956	-122.285597	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1168/20190715T205850Z--6105db47-2a50-4a87-82e8-341aa2d1d8ba.jpg	D1168-D12
2016-12-13 18:29:51	Doc Ricketts	914	Beroe cucumis	10	12.974	5.363	33.347	79.77	36.699367	-122.052537	None	see SCUBA and lab photos	D914-BW1
2016-06-15 13:24:02	Doc Ricketts	860	Beroe forskalii	10	14.063	5.95	33.058	83.35	36.697241	-122.091726	None	see SCUBA and lab photos	D860-BW
2017-08-06 1:19:56	Doc Ricketts	977	Beroe cucumis	10	14.784	6.169	33.404	68.5	36.391888	-122.302832	None	see SCUBA and lab photos	20170806-BW
2017-06-08 13:38:09	Doc Ricketts	959	Bolinopsis infundibulum	10.1	14.058	5.668	33.19	77.19	36.802367	-121.995235	None	see SCUBA and lab photos	D959-BW11
2017-06-08 13:38:09	Doc Ricketts	959	Beroe cucumis	10.1	14.058	5.668	33.19	77.19	36.802367	-121.995235	None	see SCUBA and lab photos	20170608-BW
2019-03-24 1:25:42	Doc Ricketts	1138	Beroe forskalii	10.1	13.218	6.171	33.333	82.8	36.396519	-122.675128	None	see SCUBA and lab photos	20190326-BW2
2019-03-23 13:53:17	Doc Ricketts	1138	Beroe forskalii	10.1	13.377	6.091	33.364	83.45	36.701121	-122.066741	None	see SCUBA and lab photos	D1138-BW14
2019-03-22 19:38:42	Doc Ricketts	1137	Beroe cucumis	10	13.024	5.119	33.219	78.63	36.699818	-122.067348	None	see SCUBA and lab photos	D1137-BW1
2017-06-10 1:29:18	Doc Ricketts	960	Beroe cucumis	10	14.384	5.857	32.944	76.73	35.495999	-123.998417	None	see SCUBA and lab photos	D960-BW
2019-03-23 13:53:17	Doc Ricketts	1138	Pleurobrachia bachei	10.1	13.377	6.091	33.364	83.45	36.701121	-122.066741	None	see SCUBA and lab photos	D1138-BW
2018-05-04 16:36:38	Doc Ricketts	1021	Tjalfiella	3977.53	1.52	2.794	34.67	-1.14	35.5	-124	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1021/20180504T163638Z-9b717606-ef79-44a2-8ae5-b3b83d94829b.jpg	D1021-BT
2017-06-09 16:41:11	Doc Ricketts	960	Tjalfiella	3965.83	1.499	2.837	34.687	79.87	35.497	-123.999	03:09:50:29	http://search.mbari.org/ARCHIVE/frameGrabs/Doc%20Ricketts/images/0960/03_09_50_29.jpg	D960-SS7
2017-05-17 18:28:19	Ventana	4034	Bolinopsis	374.8999939	6.967999935	0.769	34.185	83.08	36.784852	-122.023213	07:43:50:25	http://search.mbari.org/ARCHIVE/frameGrabs/Ventana/images/4034/07_43_50_25.jpg	V4034-D1
2019-07-16 23:22:47	Ricketts	1169	Ctenoceros	358.5899963	7.527999878	0.9029999971	34.19800186	83.87999725	36.601623	-122.157605	None	http://search.mbari.org/ARCHIVE/framegrabs/Doc%20Ricketts/images/1169/20190716T232247Z--50162061-fa29-46ad-9c18-8e34ab05db5f.jpg	D1169-D9
2017-05-17 19:38:21	Ventana	4034	Bolinopsis	133.0399933	8.420000076	2.175	34.023	82.93	36.787777	-122.027728	08:51:59:10	http://search.mbari.org/ARCHIVE/frameGrabs/Ventana/images/4034/08_51_59_10.jpg	V4034-D4
			Hormiphora californensis	100.1	10.179	3.049	33.638	81.15	36.695859	-122.089585			D914-T1
	Ventana	468	Lampocteis cruentiventer	811.35	4.17	0.3070000112	34.38000107	83.95999908					V468-D9
